Employee_No,Attrition,Gender,Age,Education,Education_Field,Marital_Status,Department,Job_Role,Job_Level,Distance_From_Home,Business_Travel,Hourly_Rate,Daily_Rate,Monthly_Rate,Monthly_Income,Percent_Salary_Hike,Job_Involvement,Performance_Rating,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Over_Time,Stock_Option_Level,No_Companies_Worked,Total_Working_Years,Training_Times_LastYear,Years_At_Company,Years_In_Current_Role,Years_Since_LastPromotion,Years_with_Curr_Manager
1613,No,Male,Between 25 to 31,Master,Other,Single,Sales,Sales Executive,2,1 - 9 km,Travel_Frequently,54,715,21602,5332,13,High,Excellent,Very High,Low,Very High,Better,No,0,7,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1614,No,Female,Between 32 to 38,Master,Life Sciences,Married,Research & Development,Manufacturing Director,2,10 - 19 km,Travel_Rarely,76,559,12421,4663,12,High,Excellent,High,High,Medium,Better,Yes,2,9,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1615,No,Male,Between 32 to 38,Master,Life Sciences,Divorced,Research & Development,Manufacturing Director,2,10 - 19 km,Travel_Frequently,42,426,17000,4724,13,Very High,Excellent,High,Very High,Low,Better,No,1,1,0 - 10 years,3,0 - 10 years,6 - 10 years,6 - 10 years,0 - 5 years
1617,No,Female,Between 45 to 51,Master,Life Sciences,Married,Research & Development,Laboratory Technician,1,20 - 30 km,Travel_Rarely,84,722,22102,3211,14,High,Excellent,High,Low,Very High,Good,No,1,1,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
1618,No,Male,Between 39 to 44,Doctor,Medical,Married,Research & Development,Manufacturing Director,2,10 - 19 km,Travel_Rarely,76,1387,3835,5377,13,High,Excellent,Medium,Low,Very High,Better,No,3,2,0 - 10 years,3,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
1619,No,Male,Between 25 to 31,Bachelor,Other,Divorced,Research & Development,Laboratory Technician,1,10 - 19 km,Travel_Rarely,67,1302,16290,4066,11,Medium,Excellent,Very High,Low,Low,Better,No,2,1,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1621,No,Male,Between 32 to 38,Doctor,Life Sciences,Married,Research & Development,Research Scientist,2,10 - 19 km,Travel_Rarely,48,819,26312,5208,11,Very High,Excellent,Medium,Low,Very High,Better,No,0,1,11 - 20 years,2,11 - 20 years,11 - 15 years,0 - 5 years,6 - 10 years
1622,No,Female,Between 25 to 31,Bachelor,Medical,Divorced,Research & Development,Manufacturing Director,2,20 - 30 km,Travel_Rarely,39,580,20460,4877,21,Low,Outstanding,Medium,Low,Medium,Good,No,1,0,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1623,No,Male,Between 18 to 24,Below college,Medical,Single,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,97,546,26009,3117,18,High,Excellent,High,Very High,High,Better,No,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1624,Yes,Female,Between 18 to 24,College,Medical,Single,Sales,Sales Representative,1,1 - 9 km,Travel_Frequently,70,544,18420,1569,12,High,Excellent,Medium,Very High,High,Best,Yes,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1625,No,Female,Between 45 to 51,Master,Life Sciences,Married,Human Resources,Manager,5,20 - 30 km,Travel_Rarely,98,1176,5220,19658,11,High,Excellent,Very High,High,High,Better,No,1,3,21 - 30 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1627,No,Male,Between 39 to 44,College,Medical,Divorced,Research & Development,Laboratory Technician,2,1 - 9 km,Travel_Rarely,76,170,10302,3069,15,Medium,Excellent,High,High,Very High,Better,No,1,0,11 - 20 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1628,No,Female,Between 39 to 44,Bachelor,Life Sciences,Married,Research & Development,Manufacturing Director,3,10 - 19 km,Travel_Rarely,80,884,25800,10435,13,Medium,Excellent,Low,High,Very High,Better,No,2,1,11 - 20 years,2,11 - 20 years,11 - 15 years,11 - 15 Years,11 - 15 years
1630,No,Female,Between 32 to 38,Master,Life Sciences,Married,Research & Development,Healthcare Representative,2,1 - 9 km,Non-Travel,52,208,12250,4148,12,High,Excellent,High,High,Very High,Better,No,1,1,11 - 20 years,5,11 - 20 years,11 - 15 years,0 - 5 years,6 - 10 years
1631,No,Male,Between 32 to 38,Bachelor,Life Sciences,Married,Research & Development,Manufacturing Director,2,10 - 19 km,Travel_Rarely,85,671,26493,5768,17,High,Excellent,High,High,Low,Good,No,3,3,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1633,No,Female,Between 39 to 44,Bachelor,Medical,Single,Research & Development,Manufacturing Director,2,1 - 9 km,Travel_Frequently,81,711,3140,5042,13,High,Excellent,Low,High,Very High,Bad,No,0,0,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,6 - 10 years
1635,No,Female,Between 45 to 51,College,Other,Divorced,Research & Development,Manufacturing Director,2,1 - 9 km,Travel_Rarely,59,1329,5388,5770,19,Medium,Excellent,Very High,Very High,Low,Better,No,2,1,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1638,No,Female,Between 32 to 38,College,Medical,Married,Research & Development,Manufacturing Director,3,1 - 9 km,Travel_Rarely,54,397,14199,7756,19,Medium,Excellent,Very High,High,Very High,Best,Yes,1,3,0 - 10 years,6,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1639,Yes,Male,Between 32 to 38,Bachelor,Medical,Married,Sales,Sales Executive,3,10 - 19 km,Travel_Rarely,55,737,21530,10306,17,Medium,Excellent,Very High,Low,High,Better,No,0,9,11 - 20 years,3,11 - 20 years,11 - 15 years,6 - 10 years,0 - 5 years
1640,No,Female,Between 32 to 38,Bachelor,Medical,Married,Research & Development,Research Scientist,1,10 - 19 km,Travel_Rarely,71,1470,9953,3936,11,High,Excellent,Medium,Medium,Low,Bad,No,1,1,0 - 10 years,2,0 - 10 years,0 - 5 years,6 - 10 years,6 - 10 years
1641,No,Female,Between 39 to 44,Bachelor,Life Sciences,Single,Research & Development,Manufacturing Director,3,10 - 19 km,Travel_Rarely,84,448,19948,7945,15,High,Excellent,High,Very High,Very High,Good,Yes,0,6,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1642,No,Male,Between 39 to 44,Doctor,Human Resources,Married,Human Resources,Human Resources,2,1 - 9 km,Travel_Frequently,37,602,10503,5743,11,High,Excellent,Low,Very High,High,Better,Yes,0,4,11 - 20 years,3,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
1644,No,Male,Between 45 to 51,Doctor,Medical,Married,Research & Development,Manager,4,1 - 9 km,Travel_Frequently,89,365,5602,15202,25,Medium,Outstanding,High,Very High,Medium,Better,No,1,2,21 - 30 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1645,Yes,Male,Between 32 to 38,College,Medical,Divorced,Sales,Sales Executive,2,10 - 19 km,Travel_Rarely,59,763,22098,5440,14,Low,Excellent,Low,Very High,Very High,Good,Yes,2,6,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1646,No,Female,Between 18 to 24,Below college,Technical Degree,Single,Research & Development,Research Scientist,1,1 - 9 km,Travel_Frequently,32,567,17218,3760,13,High,Excellent,Low,Very High,High,Better,Yes,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1647,No,Female,Between 25 to 31,Bachelor,Medical,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,86,486,22490,3517,17,Very High,Excellent,Medium,High,Low,Better,No,0,7,0 - 10 years,0,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1648,No,Male,Between 25 to 31,Bachelor,Medical,Single,Research & Development,Research Scientist,1,1 - 9 km,Travel_Frequently,87,591,6297,2580,13,High,Excellent,Very High,Very High,High,Good,No,0,2,0 - 10 years,0,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1649,Yes,Male,Between 39 to 44,Bachelor,Life Sciences,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,73,1329,3339,2166,14,High,Excellent,Low,Low,Medium,Bad,Yes,0,3,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1650,No,Male,Between 25 to 31,Bachelor,Medical,Single,Sales,Sales Executive,2,10 - 19 km,Travel_Rarely,42,469,23413,5869,11,Medium,Excellent,High,High,High,Better,No,0,9,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1651,No,Female,Between 32 to 38,Master,Life Sciences,Married,Research & Development,Healthcare Representative,3,1 - 9 km,Travel_Rarely,42,711,22792,8008,12,High,Excellent,Medium,Low,High,Better,No,2,4,0 - 10 years,6,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1653,No,Male,Between 25 to 31,Below college,Life Sciences,Divorced,Research & Development,Manufacturing Director,2,1 - 9 km,Travel_Frequently,77,772,4973,5206,17,Very High,Excellent,Very High,High,High,Better,No,2,1,0 - 10 years,6,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1654,No,Male,Between 39 to 44,Bachelor,Medical,Married,Research & Development,Manufacturing Director,2,10 - 19 km,Travel_Rarely,66,492,7693,5295,21,High,Outstanding,Very High,Medium,High,Better,No,0,4,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1655,No,Female,Between 45 to 51,Master,Other,Married,Research & Development,Research Director,4,20 - 30 km,Travel_Rarely,72,301,3498,16413,16,High,Excellent,Low,Medium,Medium,Better,No,2,3,21 - 30 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1656,No,Female,Between 45 to 51,Doctor,Life Sciences,Divorced,Research & Development,Research Director,3,10 - 19 km,Travel_Rarely,50,813,21981,13269,15,Medium,Excellent,Very High,Low,High,Better,No,3,5,11 - 20 years,3,11 - 20 years,11 - 15 years,0 - 5 years,11 - 15 years
1657,No,Female,Between 18 to 24,Bachelor,Medical,Single,Sales,Sales Representative,1,1 - 9 km,Travel_Rarely,31,1141,13251,2783,19,High,Excellent,High,High,Low,Better,No,0,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1658,No,Female,Between 32 to 38,Bachelor,Life Sciences,Divorced,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,66,1130,19332,5433,12,High,Excellent,Very High,Medium,High,Better,No,1,1,11 - 20 years,2,11 - 20 years,6 - 10 years,6 - 10 years,6 - 10 years
1659,No,Male,Between 32 to 38,Bachelor,Life Sciences,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,77,311,10950,2013,11,High,Excellent,Low,Medium,High,Better,No,0,2,11 - 20 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1661,No,Female,Between 45 to 51,Below college,Life Sciences,Married,Research & Development,Healthcare Representative,4,1 - 9 km,Travel_Rarely,41,465,11652,13966,19,Medium,Excellent,High,High,Medium,Better,Yes,1,2,21 - 30 years,3,11 - 20 years,11 - 15 years,0 - 5 years,11 - 15 years
1662,No,Female,Between 32 to 38,Master,Medical,Married,Research & Development,Manufacturing Director,2,1 - 9 km,Non-Travel,33,894,15411,4374,15,Medium,Excellent,Very High,High,High,Better,No,0,0,0 - 10 years,6,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1664,No,Male,Between 32 to 38,College,Life Sciences,Divorced,Research & Development,Healthcare Representative,2,1 - 9 km,Travel_Rarely,79,1040,26308,6842,20,Very High,Outstanding,Very High,Low,Low,Better,No,1,6,11 - 20 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1665,No,Female,52 and more than 52,Doctor,Medical,Married,Research & Development,Manager,4,20 - 30 km,Travel_Rarely,91,584,18685,17426,25,High,Outstanding,Medium,High,High,Better,No,1,3,More than 31 years,6,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1666,No,Male,Between 39 to 44,College,Life Sciences,Married,Research & Development,Research Director,4,10 - 19 km,Travel_Rarely,65,1291,3525,17603,24,Medium,Outstanding,High,High,Low,Better,No,1,1,11 - 20 years,3,11 - 20 years,6 - 10 years,6 - 10 years,11 - 15 years
1667,Yes,Male,Between 32 to 38,Master,Other,Single,Sales,Sales Executive,2,10 - 19 km,Travel_Frequently,36,880,10414,4581,24,High,Outstanding,Very High,Very High,Low,Best,Yes,0,3,11 - 20 years,2,11 - 20 years,6 - 10 years,6 - 10 years,6 - 10 years
1668,No,Male,Between 32 to 38,Bachelor,Life Sciences,Married,Research & Development,Research Scientist,2,1 - 9 km,Travel_Frequently,90,1189,9867,4735,15,High,Excellent,Very High,Very High,Very High,Best,No,2,7,11 - 20 years,4,11 - 20 years,11 - 15 years,0 - 5 years,6 - 10 years
1669,No,Male,Between 25 to 31,Bachelor,Medical,Divorced,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,43,991,3356,4187,13,Medium,Excellent,Low,Medium,Medium,Good,Yes,1,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,6 - 10 years
1670,No,Male,Between 32 to 38,Master,Medical,Divorced,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,93,392,3921,5505,14,High,Excellent,Very High,Very High,High,Better,No,2,1,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1671,No,Male,Between 32 to 38,Bachelor,Medical,Divorced,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,45,977,25518,5470,13,High,Excellent,Very High,Medium,High,Good,No,2,0,0 - 10 years,4,0 - 10 years,0 - 5 years,0 - 5 years,6 - 10 years
1673,No,Female,Between 25 to 31,Master,Life Sciences,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,67,1112,22589,5476,11,High,Excellent,Low,Very High,Low,Better,No,2,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1674,No,Female,Between 45 to 51,Bachelor,Medical,Divorced,Research & Development,Laboratory Technician,1,10 - 19 km,Travel_Rarely,74,464,24941,2587,16,High,Excellent,Very High,Low,Medium,Good,Yes,1,4,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1675,No,Female,Between 32 to 38,Bachelor,Medical,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Frequently,42,148,23826,2440,22,Medium,Outstanding,Very High,Medium,Medium,Better,No,0,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1676,No,Female,Between 45 to 51,Master,Life Sciences,Divorced,Sales,Manager,4,1 - 9 km,Travel_Rarely,47,1225,21086,15972,14,Very High,Excellent,Medium,Medium,High,Better,No,3,6,21 - 30 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1677,No,Male,Between 45 to 51,Bachelor,Life Sciences,Single,Research & Development,Manager,4,1 - 9 km,Travel_Rarely,36,809,22384,15379,14,High,Excellent,High,High,Low,Better,No,0,4,21 - 30 years,2,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
1678,No,Male,Between 39 to 44,College,Life Sciences,Single,Sales,Sales Executive,3,20 - 30 km,Travel_Rarely,80,1206,11591,7082,16,High,Excellent,Very High,High,Very High,Better,Yes,0,3,21 - 30 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1680,No,Male,Between 18 to 24,Below college,Life Sciences,Single,Sales,Sales Representative,1,1 - 9 km,Travel_Rarely,54,727,21082,2728,11,High,Excellent,Very High,Low,Low,Better,No,0,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1681,No,Female,Between 32 to 38,Bachelor,Life Sciences,Divorced,Sales,Sales Executive,2,10 - 19 km,Non-Travel,36,530,16130,5368,25,High,Outstanding,High,Very High,High,Better,Yes,1,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1682,No,Male,Between 32 to 38,Master,Life Sciences,Married,Research & Development,Healthcare Representative,2,20 - 30 km,Travel_Rarely,80,1351,7419,5347,14,High,Excellent,Low,High,Medium,Good,No,2,6,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1683,No,Female,Between 39 to 44,Bachelor,Life Sciences,Divorced,Human Resources,Human Resources,1,1 - 9 km,Travel_Rarely,44,528,4167,3195,18,High,Excellent,High,Very High,Low,Better,Yes,3,4,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1684,Yes,Male,Between 18 to 24,Below college,Medical,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,93,1320,20586,3989,11,Medium,Excellent,Very High,High,Low,Better,Yes,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1687,No,Female,Between 32 to 38,College,Medical,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,87,1495,26176,3306,19,High,Excellent,Very High,High,Very High,Good,No,1,7,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1689,No,Male,52 and more than 52,Master,Medical,Married,Research & Development,Healthcare Representative,3,20 - 30 km,Travel_Rarely,48,1395,3458,7005,15,Very High,Excellent,Medium,Very High,High,Better,No,0,3,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1691,Yes,Female,Between 45 to 51,College,Medical,Married,Sales,Sales Representative,1,1 - 9 km,Travel_Frequently,95,708,11740,2655,11,High,Excellent,Very High,High,High,Better,Yes,2,2,11 - 20 years,3,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
1692,Yes,Male,Between 32 to 38,Master,Life Sciences,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,95,1259,24852,1393,12,High,Excellent,Very High,Medium,Low,Better,No,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1693,No,Male,Between 25 to 31,Bachelor,Medical,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Non-Travel,76,786,11925,2570,20,High,Outstanding,Very High,Very High,High,Better,No,0,1,0 - 10 years,5,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1694,No,Male,52 and more than 52,Bachelor,Technical Degree,Divorced,Research & Development,Research Scientist,1,20 - 30 km,Travel_Rarely,94,1441,23737,3537,12,Medium,Excellent,Low,Medium,Very High,Better,No,1,5,0 - 10 years,1,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1696,No,Male,Between 32 to 38,College,Medical,Married,Research & Development,Laboratory Technician,2,1 - 9 km,Travel_Rarely,57,1157,11912,3986,14,Medium,Excellent,Medium,Very High,High,Best,No,1,1,11 - 20 years,3,11 - 20 years,6 - 10 years,0 - 5 years,11 - 15 years
1697,No,Male,52 and more than 52,Master,Medical,Divorced,Research & Development,Healthcare Representative,3,1 - 9 km,Travel_Rarely,92,370,20467,10883,20,Low,Outstanding,High,Very High,High,Best,No,1,3,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1698,No,Male,Between 32 to 38,Bachelor,Medical,Married,Research & Development,Laboratory Technician,1,20 - 30 km,Travel_Rarely,79,267,13637,2028,18,Very High,Excellent,Medium,Medium,Very High,Better,No,3,1,11 - 20 years,6,11 - 20 years,11 - 15 years,0 - 5 years,11 - 15 years
1700,No,Male,Between 32 to 38,Master,Medical,Divorced,Sales,Sales Executive,2,1 - 9 km,Travel_Frequently,31,1278,7677,9525,14,Low,Excellent,High,Very High,High,Good,No,2,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1701,No,Female,Between 32 to 38,Bachelor,Life Sciences,Married,Research & Development,Research Scientist,1,10 - 19 km,Travel_Rarely,35,678,20338,2929,12,Medium,Excellent,Medium,Very High,Medium,Better,No,0,1,0 - 10 years,3,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
1702,Yes,Male,Between 18 to 24,Bachelor,Life Sciences,Divorced,Sales,Sales Representative,1,1 - 9 km,Travel_Rarely,99,427,25103,2275,21,High,Outstanding,High,Very High,Medium,Better,Yes,1,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1703,No,Female,Between 39 to 44,Bachelor,Life Sciences,Married,Research & Development,Healthcare Representative,3,1 - 9 km,Travel_Rarely,96,921,14810,7879,19,Very High,Excellent,High,Very High,Medium,Better,Yes,1,1,0 - 10 years,2,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
1704,No,Male,Between 32 to 38,Master,Medical,Single,Research & Development,Research Scientist,1,1 - 9 km,Travel_Frequently,79,146,13970,4930,14,Medium,Excellent,Low,Very High,High,Best,Yes,0,0,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1706,No,Male,Between 39 to 44,Bachelor,Medical,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,73,1179,6069,7847,17,High,Excellent,Very High,Very High,Low,Better,Yes,1,1,0 - 10 years,3,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
1707,No,Male,Between 18 to 24,Bachelor,Medical,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,62,581,17616,4401,16,Very High,Excellent,High,High,Very High,Better,No,1,1,0 - 10 years,1,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1708,No,Male,Between 39 to 44,Bachelor,Marketing,Single,Sales,Sales Executive,3,1 - 9 km,Travel_Rarely,35,918,15869,9241,12,High,Excellent,Very High,High,Medium,Better,No,0,1,0 - 10 years,3,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
1709,No,Female,Between 25 to 31,Master,Medical,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,43,1082,25412,2974,17,High,Excellent,Very High,High,High,Better,No,1,9,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1710,No,Female,Between 32 to 38,Master,Life Sciences,Single,Sales,Sales Representative,2,1 - 9 km,Travel_Rarely,51,530,7439,4502,15,High,Excellent,High,Very High,High,Good,No,0,3,11 - 20 years,2,11 - 20 years,6 - 10 years,6 - 10 years,6 - 10 years
1712,No,Male,Between 45 to 51,Below college,Life Sciences,Married,Research & Development,Healthcare Representative,3,1 - 9 km,Non-Travel,74,1238,3395,10748,23,Medium,Outstanding,High,High,Very High,Good,No,1,3,21 - 30 years,3,21 - 30 years,11 - 15 years,11 - 15 Years,0 - 5 years
